,data_type,material_type,year,month,type,month_current_year,month_prior_year,ytd_current,ytd_prior_year
1365,Pounds of Materials Used,Non-Grain Products,2017,6,Other,1223682,2495965,,
1366,Pounds of Materials Used,Total Non-Grain products,2017,6,Total Non-Grain products,1535614,3780367,,
1367,Pounds of Materials Used,Total Used,2017,6,Total Used,16049647,64111749,,
1368,Pounds of Materials Used,Grain Products,2017,7,Malt and malt products,8321067,62474123,,
1369,Pounds of Materials Used,Grain Products,2017,7,Corn and corn products,125,23842,,
1370,Pounds of Materials Used,Grain Products,2017,7,Rice and rice products,1532,1841881,,
1371,Pounds of Materials Used,Grain Products,2017,7,Barley and barley products,175807,3919338,,
1372,Pounds of Materials Used,Grain Products,2017,7,Wheat and wheat products,35188,605917,,
1373,Pounds of Materials Used,Total Grain products,2017,7,Total Grain products,8533719,68865101,,
1374,Pounds of Materials Used,Non-Grain Products,2017,7,Sugar and syrups,23179,481725,,
1375,Pounds of Materials Used,Non-Grain Products,2017,7,Hops (dry),136540,944894,,
1376,Pounds of Materials Used,Non-Grain Products,2017,7,Hops (used as extracts),1850,19352,,
1377,Pounds of Materials Used,Non-Grain Products,2017,7,Other,42006,2537971,,
1378,Pounds of Materials Used,Total Non-Grain products,2017,7,Total Non-Grain products,203575,3983942,,
1379,Pounds of Materials Used,Total Used,2017,7,Total Used,8737294,72849043,,
1380,Pounds of Materials Used,Grain Products,2017,8,Malt and malt products,8784839,71258962,,
1381,Pounds of Materials Used,Grain Products,2017,8,Corn and corn products,225,24067,,
1382,Pounds of Materials Used,Grain Products,2017,8,Rice and rice products,3212,1845093,,
1383,Pounds of Materials Used,Grain Products,2017,8,Barley and barley products,178401,4097739,,
1384,Pounds of Materials Used,Grain Products,2017,8,Wheat and wheat products,37292,643209,,
1385,Pounds of Materials Used,Total Grain products,2017,8,Total Grain products,9003969,77869070,,
1386,Pounds of Materials Used,Non-Grain Products,2017,8,Sugar and syrups,22887,504612,,
1387,Pounds of Materials Used,Non-Grain Products,2017,8,Hops (dry),157967,1102861,,
1388,Pounds of Materials Used,Non-Grain Products,2017,8,Hops (used as extracts),5922,25274,,
1389,Pounds of Materials Used,Non-Grain Products,2017,8,Other,30649,2568620,,
1390,Pounds of Materials Used,Total Non-Grain products,2017,8,Total Non-Grain products,217425,4201367,,
1391,Pounds of Materials Used,Total Used,2017,8,Total Used,9221394,82070437,,
1392,Pounds of Materials Used,Grain Products,2017,9,Malt and malt products,11745875,83004837,,
1393,Pounds of Materials Used,Grain Products,2017,9,Corn and corn products,9543,33610,,
1394,Pounds of Materials Used,Grain Products,2017,9,Rice and rice products,3557,1848650,,
1395,Pounds of Materials Used,Grain Products,2017,9,Barley and barley products,1685465,5783204,,
1396,Pounds of Materials Used,Grain Products,2017,9,Wheat and wheat products,146220,789429,,
1397,Pounds of Materials Used,Total Grain products,2017,9,Total Grain products,13590660,91459730,,
1398,Pounds of Materials Used,Non-Grain Products,2017,9,Sugar and syrups,50807,555419,,
1399,Pounds of Materials Used,Non-Grain Products,2017,9,Hops (dry),273705,1376566,,
1400,Pounds of Materials Used,Non-Grain Products,2017,9,Hops (used as extracts),237,25511,,
1401,Pounds of Materials Used,Non-Grain Products,2017,9,Other,639700,3208320,,
1402,Pounds of Materials Used,Total Non-Grain products,2017,9,Total Non-Grain products,964449,5165816,,
1403,Pounds of Materials Used,Total Used,2017,9,Total Used,14555109,96625546,,
1404,Pounds of Materials Used,Grain Products,2017,10,Malt and malt products,8675502,91680339,,
1405,Pounds of Materials Used,Grain Products,2017,10,Corn and corn products,125,33735,,
1406,Pounds of Materials Used,Grain Products,2017,10,Rice and rice products,1160,1849810,,
1407,Pounds of Materials Used,Grain Products,2017,10,Barley and barley products,140920,5924124,,
1408,Pounds of Materials Used,Grain Products,2017,10,Wheat and wheat products,25505,814934,,
1409,Pounds of Materials Used,Total Grain products,2017,10,Total Grain products,8843212,100302942,,
1410,Pounds of Materials Used,Non-Grain Products,2017,10,Sugar and syrups,21869,577288,,
1411,Pounds of Materials Used,Non-Grain Products,2017,10,Hops (dry),52286,1428852,,
1412,Pounds of Materials Used,Non-Grain Products,2017,10,Hops (used as extracts),82,25593,,
1413,Pounds of Materials Used,Non-Grain Products,2017,10,Other,75566,3283886,,
1414,Pounds of Materials Used,Total Non-Grain products,2017,10,Total Non-Grain products,149803,5315619,,
1415,Pounds of Materials Used,Total Used,2017,10,Total Used,8993015,105618561,,
1416,Pounds of Materials Used,Grain Products,2017,11,Malt and malt products,8092727,99773066,,
1417,Pounds of Materials Used,Grain Products,2017,11,Corn and corn products,275,34010,,
1418,Pounds of Materials Used,Grain Products,2017,11,Rice and rice products,1560,1851370,,
1419,Pounds of Materials Used,Grain Products,2017,11,Barley and barley products,133699,6057823,,
1420,Pounds of Materials Used,Grain Products,2017,11,Wheat and wheat products,33324,848258,,
1421,Pounds of Materials Used,Total Grain products,2017,11,Total Grain products,8261585,108564527,,
1422,Pounds of Materials Used,Non-Grain Products,2017,11,Sugar and syrups,23158,600446,,
1423,Pounds of Materials Used,Non-Grain Products,2017,11,Hops (dry),150955,1579807,,
1424,Pounds of Materials Used,Non-Grain Products,2017,11,Hops (used as extracts),1431,27024,,
1425,Pounds of Materials Used,Non-Grain Products,2017,11,Other,105394,3389280,,
1426,Pounds of Materials Used,Total Non-Grain products,2017,11,Total Non-Grain products,280938,5596557,,
1427,Pounds of Materials Used,Total Used,2017,11,Total Used,8542523,114161084,,
1428,Pounds of Materials Used,Grain Products,2017,12,Malt and malt products,12651943,112898190,,
1429,Pounds of Materials Used,Grain Products,2017,12,Corn and corn products,2777,36787,,
1430,Pounds of Materials Used,Grain Products,2017,12,Rice and rice products,2472,1853842,,
1431,Pounds of Materials Used,Grain Products,2017,12,Barley and barley products,1093381,7151204,,
1432,Pounds of Materials Used,Grain Products,2017,12,Wheat and wheat products,128174,976432,,
1433,Pounds of Materials Used,Total Grain products,2017,12,Total Grain products,13878747,122916455,,
1434,Pounds of Materials Used,Non-Grain Products,2017,12,Sugar and syrups,36213,642108,,
1435,Pounds of Materials Used,Non-Grain Products,2017,12,Hops (dry),1453024,3040143,,
1436,Pounds of Materials Used,Non-Grain Products,2017,12,Hops (used as extracts),2117,29141,,
1437,Pounds of Materials Used,Non-Grain Products,2017,12,Other,657306,4048091,,
1438,Pounds of Materials Used,Total Non-Grain products,2017,12,Total Non-Grain products,2148660,7759483,,
1439,Pounds of Materials Used,Total Used,2017,12,Total Used,16027407,130675938,,
